0.95387536e-3 SEC2 4
5.583739495269762e+00 6.964557864949745e-01 4.119662561444237e+00 6.848842270551359e-01
5.584060021731109e+00 6.964569244472839e-01 4.119227297540294e+00 6.848872273217588e-01
5.584380471979161e+00 6.964580616875674e-01 4.118792113486117e+00 6.848902256921674e-01
5.584700846023626e+00 6.964591982159128e-01 4.118357009309586e+00 6.848932221666021e-01
5.585021143862485e+00 6.964603340323691e-01 4.117921985054414e+00 6.848962167451998e-01
5.585341365509272e+00 6.964614691370395e-01 4.117487040743160e+00 6.848992094282419e-01
5.585661510966572e+00 6.964626035299878e-01 4.117052176413254e+00 6.849022002159039e-01
5.585981580236404e+00 6.964637372112802e-01 4.116617392102729e+00 6.849051891083695e-01
5.586301573332415e+00 6.964648701810207e-01 4.116182687833869e+00 6.849081761059216e-01
5.586621490250818e+00 6.964660024392553e-01 4.115748063652513e+00 6.849111612086904e-01
5.586941331005733e+00 6.964671339860926e-01 4.115313519580164e+00 6.849141444169708e-01
5.587261095596459e+00 6.964682648215896e-01 4.114879055658392e+00 6.849171257309218e-01
5.587580784039353e+00 6.964693949458652e-01 4.114444671905513e+00 6.849201051508660e-01
5.587900396323087e+00 6.964705243589397e-01 4.114010368377447e+00 6.849230826768656e-01
5.588219932466973e+00 6.964716530609445e-01 4.113576145088363e+00 6.849260583092768e-01
5.588539392471546e+00 6.964727810519413e-01 4.113142002078002e+00 6.849290320482705e-01
5.588858776344639e+00 6.964739083320232e-01 4.112707939376001e+00 6.849320038941017e-01
5.589178084093018e+00 6.964750349012776e-01 4.112273957013453e+00 6.849349738470111e-01
5.589497315718917e+00 6.964761607597753e-01 4.111840055027611e+00 6.849379419071928e-01
5.589816471229906e+00 6.964772859076103e-01 4.111406233448294e+00 6.849409080749057e-01
5.590135550634093e+00 6.964784103448767e-01 4.110972492304620e+00 6.849438723504071e-01
5.590454553926053e+00 6.964795340716213e-01 4.110538831644051e+00 6.849468347338299e-01
5.590773481125966e+00 6.964806570879836e-01 4.110105251479144e+00 6.849497952255511e-01
5.591092332233933e+00 6.964817793940294e-01 4.109671751849781e+00 6.849527538257543e-01
5.591411107259080e+00 6.964829009898625e-01 4.109238332783388e+00 6.849557105347228e-01
5.591729806198604e+00 6.964840218755419e-01 4.108804994323634e+00 6.849586653526225e-01
5.592048429064608e+00 6.964851420511783e-01 4.108371736493923e+00 6.849616182797538e-01
5.592366975860514e+00 6.964862615168562e-01 4.107938559329281e+00 6.849645693163513e-01
5.592685446595254e+00 6.964873802726783e-01 4.107505462857268e+00 6.849675184626948e-01
5.593003841276207e+00 6.964884983187427e-01 4.107072447107471e+00 6.849704657190535e-01
5.593322159900344e+00 6.964896156551095e-01 4.106639512123651e+00 6.849734110855954e-01
5.593640402479521e+00 6.964907322818958e-01 4.106206657929151e+00 6.849763545626406e-01
5.593958569025174e+00 6.964918481992155e-01 4.105773884547905e+00 6.849792961504986e-01
5.594276659530833e+00 6.964929634071194e-01 4.105341192028160e+00 6.849822358493142e-01
5.594594674006368e+00 6.964940779057195e-01 4.104908580395810e+00 6.849851736593934e-01
5.594912612468483e+00 6.964951916951494e-01 4.104476049667466e+00 6.849881095810989e-01
5.595230474906923e+00 6.964963047754499e-01 4.104043599896340e+00 6.849910436145488e-01
5.595548261334715e+00 6.964974171467440e-01 4.103611231103923e+00 6.849939757600777e-01
5.595865971763885e+00 6.964985288091528e-01 4.103178943312966e+00 6.849969060180168e-01
5.596183606191286e+00 6.964996397627417e-01 4.102746736566924e+00 6.849998343885477e-01
5.596501164627864e+00 6.965007500076313e-01 4.102314610889860e+00 6.850027608720008e-01
5.596818647072404e+00 6.965018595438959e-01 4.101882566322470e+00 6.850056854685820e-01
5.597136053536893e+00 6.965029683716574e-01 4.101450602887390e+00 6.850086081786237e-01
5.597453384026326e+00 6.965040764910170e-01 4.101018720616646e+00 6.850115290024047e-01
5.597770638550672e+00 6.965051839020895e-01 4.100586919535559e+00 6.850144479402378e-01
5.598087817107031e+00 6.965062906049476e-01 4.100155199686847e+00 6.850173649923263e-01
5.598404919706023e+00 6.965073965997125e-01 4.099723561094765e+00 6.850202801590008e-01
5.598721946355273e+00 6.965085018864948e-01 4.099292003787599e+00 6.850231934405649e-01
5.599038897062064e+00 6.965096064654037e-01 4.098860527794074e+00 6.850261048373174e-01
5.599355771822895e+00 6.965107103365132e-01 4.098429133157503e+00 6.850290143494651e-01
5.599672570653104e+00 6.965118134999615e-01 4.097997819895548e+00 6.850319219773833e-01
5.599989293551697e+00 6.965129159558332e-01 4.097566588047984e+00 6.850348277213074e-01
5.600305940531372e+00 6.965140177042585e-01 4.097135437635961e+00 6.850377315815918e-01
5.600622511595011e+00 6.965151187453356e-01 4.096704368693903e+00 6.850406335585071e-01
5.600939006751469e+00 6.965162190791842e-01 4.096273381248032e+00 6.850435336523818e-01
5.601255425993502e+00 6.965173187058675e-01 4.095842475346496e+00 6.850464318633933e-01
5.601571769345971e+00 6.965184176255620e-01 4.095411650993621e+00 6.850493281920188e-01
5.601888036803432e+00 6.965195158383394e-01 4.094980908234960e+00 6.850522226384597e-01
5.602204228372054e+00 6.965206133443124e-01 4.094550247100196e+00 6.850551152030253e-01
5.602520344061291e+00 6.965217101436046e-01 4.094119667614510e+00 6.850580058860539e-01
5.602836383878776e+00 6.965228062363359e-01 4.093689169805478e+00 6.850608946878723e-01
5.603152347826821e+00 6.965239016226055e-01 4.093258753707910e+00 6.850637816087561e-01
5.603468235912150e+00 6.965249963025325e-01 4.092828419350490e+00 6.850666666490304e-01
5.603784048138584e+00 6.965260902762225e-01 4.092398166765879e+00 6.850695498089862e-01
5.604099784517659e+00 6.965271835438113e-01 4.091967995976107e+00 6.850724310889945e-01
5.604415445050918e+00 6.965282761053995e-01 4.091537907016816e+00 6.850753104893321e-01
5.604731029743767e+00 6.965293679611014e-01 4.091107899918303e+00 6.850781880103147e-01
5.605046538605175e+00 6.965304591110454e-01 4.090677974705977e+00 6.850810636522912e-01
5.605361971640698e+00 6.965315495553470e-01 4.090248131409850e+00 6.850839374155797e-01
5.605677328856141e+00 6.965326392941242e-01 4.089818370059526e+00 6.850868093005043e-01
5.605992610254686e+00 6.965337283274886e-01 4.089388690688085e+00 6.850896793073719e-01
5.605992610256835e+00 6.965337283274955e-01 4.089388690685171e+00 6.850896793073897e-01
5.606346461423450e+00 6.965349500590434e-01 4.088906421340497e+00 6.850928990006365e-01
5.606700217702372e+00 6.965361709041327e-01 4.088424254508639e+00 6.850961163337866e-01
5.607053879098698e+00 6.965373908629197e-01 4.087942190235267e+00 6.850993313072717e-01
5.607407445628699e+00 6.965386099355995e-01 4.087460228550798e+00 6.851025439216231e-01
5.607760917283656e+00 6.965398281222857e-01 4.086978369519504e+00 6.851057541771595e-01
5.608114294090035e+00 6.965410454232106e-01 4.086496613157709e+00 6.851089620745126e-01
5.608467576046802e+00 6.965422618385124e-01 4.086014959519169e+00 6.851121676140637e-01
5.608820763161441e+00 6.965434773683609e-01 4.085533408645893e+00 6.851153707962800e-01
5.609173855445422e+00 6.965446920129422e-01 4.085051960574336e+00 6.851185716216714e-01
5.609526852908544e+00 6.965459057724344e-01 4.084570615343234e+00 6.851217700907257e-01
5.609879755551526e+00 6.965471186469870e-01 4.084089373003573e+00 6.851249662038568e-01
5.610232563389265e+00 6.965483306367991e-01 4.083608233586947e+00 6.851281599616073e-01
5.610585276426803e+00 6.965495417420368e-01 4.083127197138280e+00 6.851313513644355e-01
5.610937894672768e+00 6.965507519628780e-01 4.082646263697589e+00 6.851345404128286e-01
5.611290418136163e+00 6.965519612995070e-01 4.082165433304153e+00 6.851377271072940e-01
5.611642846824327e+00 6.965531697520977e-01 4.081684705999636e+00 6.851409114483074e-01
5.611995180745232e+00 6.965543773208310e-01 4.081204081824617e+00 6.851440934363660e-01
5.612347419907479e+00 6.965555840058891e-01 4.080723560818800e+00 6.851472730719693e-01
5.612699564320919e+00 6.965567898074613e-01 4.080243143020049e+00 6.851504503556367e-01
5.613051613988882e+00 6.965579947257137e-01 4.079762828475079e+00 6.851536252878262e-01
5.613403568923719e+00 6.965591987608444e-01 4.079282617218234e+00 6.851567978690795e-01
5.613755429132071e+00 6.965604019130333e-01 4.078802509291541e+00 6.851599680998907e-01
5.614107194625698e+00 6.965616041824794e-01 4.078322504729941e+00 6.851631359808052e-01
5.614458865409148e+00 6.965628055693550e-01 4.077842603578236e+00 6.851663015122961e-01
5.614810441488411e+00 6.965640060738425e-01 4.077362805879035e+00 6.851694646948659e-01
5.615161922880146e+00 6.965652056961592e-01 4.076883111660401e+00 6.851726255291070e-01
5.615513309582605e+00 6.965664044364591e-01 4.076403520975460e+00 6.851757840154457e-01
5.615864601609244e+00 6.965676022949530e-01 4.075924033856394e+00 6.851789401544590e-01
5.616215798972394e+00 6.965687992718456e-01 4.075444650336938e+00 6.851820939467067e-01
5.616566901671264e+00 6.965699953672980e-01 4.074965370468641e+00 6.851852453926346e-01
5.616917909718096e+00 6.965711905815176e-01 4.074486194285172e+00 6.851883944928092e-01
5.617268823125537e+00 6.965723849147133e-01 4.074007121819575e+00 6.851915412478025e-01
5.617619641893567e+00 6.965735783670524e-01 4.073528153122081e+00 6.851946856580770e-01
5.617970366039034e+00 6.965747709387606e-01 4.073049288219826e+00 6.851978277242485e-01
5.618320995566757e+00 6.965759626300223e-01 4.072570527156325e+00 6.852009674468237e-01
5.618671530481238e+00 6.965771534410228e-01 4.072091869975397e+00 6.852041048263130e-01
5.619021970799363e+00 6.965783433719902e-01 4.071613316703896e+00 6.852072398633386e-01
5.619372316519149e+00 6.965795324230896e-01 4.071134867394352e+00 6.852103725583574e-01
5.619722567658206e+00 6.965807205945524e-01 4.070656522072482e+00 6.852135029120008e-01
5.620072724217809e+00 6.965819078865568e-01 4.070178280786212e+00 6.852166309247595e-01
5.620422786218032e+00 6.965830942993456e-01 4.069700143557694e+00 6.852197565972961e-01
5.620772753648630e+00 6.965842798330575e-01 4.069222110450489e+00 6.852228799299970e-01
5.621122626532901e+00 6.965854644879494e-01 4.068744181482153e+00 6.852260009235621e-01
5.621472404873467e+00 6.965866482642045e-01 4.068266356698535e+00 6.852291195784952e-01
5.621822088681152e+00 6.965878311620385e-01 4.067788636134084e+00 6.852322358953878e-01
5.622171677965526e+00 6.965890131816628e-01 4.067311019824921e+00 6.852353498748192e-01
5.622521172731144e+00 6.965901943232696e-01 4.066833507814033e+00 6.852384615173165e-01
5.622870572988515e+00 6.965913745870776e-01 4.066356100136016e+00 6.852415708234804e-01
5.623219878748674e+00 6.965925539733043e-01 4.065878796824792e+00 6.852446777939060e-01
5.623569090007877e+00 6.965937324821184e-01 4.065401597934393e+00 6.852477824290599e-01
5.623918206790417e+00 6.965949101137854e-01 4.064924503480425e+00 6.852508847296644e-01
5.624267229098541e+00 6.965960868684948e-01 4.064447513508599e+00 6.852539846962417e-01
5.624616156944487e+00 6.965972627464745e-01 4.063970628050798e+00 6.852570823294150e-01
5.624964990327484e+00 6.965984377479065e-01 4.063493847156680e+00 6.852601776296875e-01
5.625313729262858e+00 6.965996118730272e-01 4.063017170853854e+00 6.852632705977038e-01
5.625662373756681e+00 6.966007851220465e-01 4.062540599182390e+00 6.852663612340405e-01
5.626010923820883e+00 6.966019574951908e-01 4.062064132174369e+00 6.852694495393181e-01
5.626359379465836e+00 6.966031289926848e-01 4.061587769863873e+00 6.852725355141510e-01
5.626707740690414e+00 6.966042996147122e-01 4.061111512300701e+00 6.852756191590461e-01
5.627056007509877e+00 6.966054693615163e-01 4.060635359512069e+00 6.852787004746691e-01
5.627404179939003e+00 6.966066382333380e-01 4.060159311525824e+00 6.852817794616772e-01
5.627752257972998e+00 6.966078062303513e-01 4.059683368396554e+00 6.852848561205521e-01
5.628100241624882e+00 6.966089733527951e-01 4.059207530154281e+00 6.852879304519479e-01
5.628448130915229e+00 6.966101396009311e-01 4.058731796818728e+00 6.852910024565774e-01
5.628795925835154e+00 6.966113049749235e-01 4.058256168449806e+00 6.852940721348967e-01
5.629143626401137e+00 6.966124694750231e-01 4.057780645072644e+00 6.852971394875902e-01
5.629491232628713e+00 6.966136331014786e-01 4.057305226713570e+00 6.853002045153381e-01
5.629838744516607e+00 6.966147958544813e-01 4.056829913421895e+00 6.853032672186667e-01
5.630186162079256e+00 6.966159577342786e-01 4.056354705225268e+00 6.853063275982538e-01
5.630533485317534e+00 6.966171187410718e-01 4.055879602169880e+00 6.853093856546527e-01
5.630880714246954e+00 6.966182788751103e-01 4.055404604281843e+00 6.853124413885447e-01
5.631227848875352e+00 6.966194381366231e-01 4.054929711597595e+00 6.853154948005582e-01
5.631574889215869e+00 6.966205965258532e-01 4.054454924146342e+00 6.853185458913572e-01
5.631921835267687e+00 6.966217540430002e-01 4.053980241976271e+00 6.853215946614915e-01
5.632268687044810e+00 6.966229106883133e-01 4.053505665115200e+00 6.853246411116432e-01
5.632615444557977e+00 6.966240664620315e-01 4.053031193595371e+00 6.853276852424657e-01
5.632962107817447e+00 6.966252213643931e-01 4.052556827449580e+00 6.853307270546122e-01
5.633308676821816e+00 6.966263753955986e-01 4.052082566726520e+00 6.853337665486350e-01
5.633655151590187e+00 6.966275285559166e-01 4.051608411446764e+00 6.853368037252665e-01
5.634001532123946e+00 6.966286808455590e-01 4.051134361655007e+00 6.853398385850904e-01
5.634347818439284e+00 6.966298322647858e-01 4.050660417375672e+00 6.853428711288161e-01
5.634694010541780e+00 6.966309828138250e-01 4.050186578647559e+00 6.853459013570694e-01
5.635040108443544e+00 6.966321324929250e-01 4.049712845500505e+00 6.853489292705298e-01
5.635386112139052e+00 6.966332813022764e-01 4.049239217988407e+00 6.853519548697248e-01
5.635732021657923e+00 6.966344292421878e-01 4.048765696116986e+00 6.853549781554917e-01
5.636077836996598e+00 6.966355763128602e-01 4.048292279937234e+00 6.853579991283866e-01
5.636423558164307e+00 6.966367225145345e-01 4.047818969482665e+00 6.853610177890685e-01
5.636769185173787e+00 6.966378678474665e-01 4.047345764781843e+00 6.853640341382375e-01
5.637114718035827e+00 6.966390123119047e-01 4.046872665865967e+00 6.853670481765735e-01
5.637460156755466e+00 6.966401559080798e-01 4.046399672774036e+00 6.853700599047085e-01
5.637805501342463e+00 6.966412986362398e-01 4.045926785538460e+00 6.853730693233231e-01
5.638150751803455e+00 6.966424404966215e-01 4.045454004195911e+00 6.853760764330664e-01
5.638495908153520e+00 6.966435814894925e-01 4.044981328771371e+00 6.853790812346690e-01
5.638840970396928e+00 6.966447216150826e-01 4.044508759304617e+00 6.853820837287622e-01
5.639185938541933e+00 6.966458608736383e-01 4.044036295829833e+00 6.853850839160209e-01
5.639530812600973e+00 6.966469992654186e-01 4.043563938375439e+00 6.853880817971537e-01
5.639875592582531e+00 6.966481367906706e-01 4.043091686975202e+00 6.853910773728369e-01
5.640220278495420e+00 6.966492734496438e-01 4.042619541662328e+00 6.853940706437548e-01
5.640564870345800e+00 6.966504092425805e-01 4.042147502473586e+00 6.853970616105711e-01
5.640564870348129e+00 6.966504092425878e-01 4.042147502470401e+00 6.853970616105907e-01
5.640951604313098e+00 6.966516832761988e-01 4.041617707872223e+00 6.854004165888355e-01
5.641338220464230e+00 6.966529562213682e-01 4.041088046138902e+00 6.854037686712601e-01
5.641724718810615e+00 6.966542280784386e-01 4.040558517321485e+00 6.854071178588025e-01
5.642111099373461e+00 6.966554988477917e-01 4.040029121454331e+00 6.854104641525059e-01
5.642497362146907e+00 6.966567685297246e-01 4.039499858608687e+00 6.854138075531910e-01
5.642883507163361e+00 6.966580371246591e-01 4.038970728803312e+00 6.854171480620063e-01
5.643269534425216e+00 6.966593046329180e-01 4.038441732098023e+00 6.854204856798386e-01
5.643655443944255e+00 6.966605710548585e-01 4.037912868539586e+00 6.854238204076668e-01
5.644041235736593e+00 6.966618363908537e-01 4.037384138168699e+00 6.854271522465120e-01
5.644426909816508e+00 6.966631006412696e-01 4.036855541028522e+00 6.854304811973762e-01
5.644812466188379e+00 6.966643638064417e-01 4.036327077175646e+00 6.854338072611804e-01
5.645197904872129e+00 6.966656258867570e-01 4.035798746645261e+00 6.854371304389824e-01
5.645583225876872e+00 6.966668868825703e-01 4.035270549487203e+00 6.854404507317547e-01
5.645968429215566e+00 6.966681467942464e-01 4.034742485746019e+00 6.854437681404963e-01
5.646353514901899e+00 6.966694056221592e-01 4.034214555464993e+00 6.854470826662318e-01
5.646738482947380e+00 6.966706633666699e-01 4.033686758690467e+00 6.854503943099491e-01
5.647123333364394e+00 6.966719200281485e-01 4.033159095467334e+00 6.854537030726622e-01
5.647508066166075e+00 6.966731756069654e-01 4.032631565839440e+00 6.854570089553842e-01
5.647892681366810e+00 6.966744301035001e-01 4.032104169848671e+00 6.854603119591555e-01
5.648277178974050e+00 6.966756835181067e-01 4.031576907546435e+00 6.854636120849465e-01
5.648661559004836e+00 6.966769358511733e-01 4.031049778970837e+00 6.854669093338180e-01
5.649045821470175e+00 6.966781871030696e-01 4.030522784168124e+00 6.854702037067834e-01
5.649429966386773e+00 6.966794372741844e-01 4.029995923176637e+00 6.854734952049053e-01
5.649813993763211e+00 6.966806863648796e-01 4.029469196045783e+00 6.854767838291761e-01
5.650197903609771e+00 6.966819343755279e-01 4.028942602822423e+00 6.854800695806174e-01
5.650581695948502e+00 6.966831813065374e-01 4.028416143537261e+00 6.854833524603425e-01
5.650965370781158e+00 6.966844271582519e-01 4.027889818248719e+00 6.854866324692964e-01
5.651348928126291e+00 6.966856719310732e-01 4.027363626991988e+00 6.854899096085781e-01
5.651732368001221e+00 6.966869156253980e-01 4.026837569803916e+00 6.854931838792706e-01
5.652115690408783e+00 6.966881582415768e-01 4.026311646741094e+00 6.854964552823380e-01
5.652498895366181e+00 6.966893997800087e-01 4.025785857840292e+00 6.854997238188697e-01
5.652881982891059e+00 6.966906402410951e-01 4.025260203137540e+00 6.855029894899639e-01
5.653264952987259e+00 6.966918796251936e-01 4.024734682687718e+00 6.855062522966022e-01
5.653647805676982e+00 6.966931179327230e-01 4.024209296520367e+00 6.855095122399284e-01
5.654030540969443e+00 6.966943551640589e-01 4.023684044682827e+00 6.855127693209701e-01
5.654413158873314e+00 6.966955913195790e-01 4.023158927222966e+00 6.855160235407635e-01
5.654795659410965e+00 6.966968263997040e-01 4.022633944169814e+00 6.855192749004565e-01
5.655178042584157e+00 6.966980604047902e-01 4.022109095580554e+00 6.855225234010281e-01
5.655560308415884e+00 6.966992933352639e-01 4.021584381483094e+00 6.855257690436415e-01
5.655942456911661e+00 6.967005251914938e-01 4.021059801929289e+00 6.855290118293079e-01
5.656324488097145e+00 6.967017559739184e-01 4.020535356943135e+00 6.855322517592232e-01
5.656706401965188e+00 6.967029856828668e-01 4.020011046593663e+00 6.855354888342949e-01
5.657088198545171e+00 6.967042143187907e-01 4.019486870899557e+00 6.855387230557535e-01
5.657469877843870e+00 6.967054418820663e-01 4.018962829910532e+00 6.855419544246294e-01
5.657851439877064e+00 6.967066683731039e-01 4.018438923663696e+00 6.855451829420459e-01
5.658232884659247e+00 6.967078937923087e-01 4.017915152197896e+00 6.855484086091097e-01
5.658614212199291e+00 6.967091181400652e-01 4.017391515559657e+00 6.855516314268749e-01
5.658995422512677e+00 6.967103414167879e-01 4.016868013786137e+00 6.855548513964748e-01
5.659376515615530e+00 6.967115636228884e-01 4.016344646913640e+00 6.855580685190348e-01
5.659757491507774e+00 6.967127847587283e-01 4.015821415000607e+00 6.855612827955474e-01
5.660138350219943e+00 6.967140048247693e-01 4.015298318063288e+00 6.855644942272706e-01
5.660519091758479e+00 6.967152238213959e-01 4.014775356150938e+00 6.855677028152588e-01
5.660899716140857e+00 6.967164417490305e-01 4.014252529297527e+00 6.855709085606649e-01
5.661280223370308e+00 6.967176586080496e-01 4.013729837556498e+00 6.855741114645232e-01
5.661660613467538e+00 6.967188743988850e-01 4.013207280957224e+00 6.855773115280120e-01
5.662040886443390e+00 6.967200891219418e-01 4.012684859542432e+00 6.855805087522403e-01
5.662421042314903e+00 6.967213027776428e-01 4.012162573346309e+00 6.855837031383624e-01
5.662801081097603e+00 6.967225153664084e-01 4.011640422404950e+00 6.855868946875285e-01
5.663181002794205e+00 6.967237268886165e-01 4.011118406772037e+00 6.855900834007751e-01
5.663560807425647e+00 6.967249373447079e-01 4.010596526476010e+00 6.855932692793048e-01
5.663940495012130e+00 6.967261467351195e-01 4.010074781546250e+00 6.855964523243112e-01
5.664320065552557e+00 6.967273550602201e-01 4.009553172041365e+00 6.855996325368066e-01
5.664699519065332e+00 6.967285623204458e-01 4.009031697992915e+00 6.856028099179832e-01
5.665078855577111e+00 6.967297685162562e-01 4.008510359421146e+00 6.856059844690919e-01
5.665458075082301e+00 6.967309736480095e-01 4.007989156390471e+00 6.856091561911197e-01
5.665837177603184e+00 6.967321777161546e-01 4.007468088926896e+00 6.856123250852901e-01
5.666216163160762e+00 6.967333807211382e-01 4.006947157058019e+00 6.856154911528235e-01
5.666595031758010e+00 6.967345826633469e-01 4.006426360836245e+00 6.856186543947784e-01
5.666973783414873e+00 6.967357835432261e-01 4.005905700290409e+00 6.856218148123723e-01
5.667352418136481e+00 6.967369833611734e-01 4.005385175469669e+00 6.856249724066947e-01
5.667730935944062e+00 6.967381821176363e-01 4.004864786401008e+00 6.856281271789656e-01
5.668109336850412e+00 6.967393798130418e-01 4.004344533122747e+00 6.856312791303534e-01
5.668487620874143e+00 6.967405764478307e-01 4.003824415665242e+00 6.856344282620616e-01
5.668865788018622e+00 6.967417720223991e-01 4.003304434079655e+00 6.856375745751759e-01
5.669243838303410e+00 6.967429665371951e-01 4.002784588394769e+00 6.856407180709199e-01
5.669621771744593e+00 6.967441599926548e-01 4.002264878644087e+00 6.856438587504846e-01
5.669999588357631e+00 6.967453523892166e-01 4.001745304861799e+00 6.856469966150674e-01
5.670377288145278e+00 6.967465437272773e-01 4.001225867099502e+00 6.856501316657573e-01
5.670754871132760e+00 6.967477340073045e-01 4.000706565377823e+00 6.856532639038280e-01
5.671132337325941e+00 6.967489232297086e-01 4.000187399743840e+00 6.856563933304042e-01
5.671509686746799e+00 6.967501113949486e-01 3.999668370222444e+00 6.856595199467370e-01
5.671886919405818e+00 6.967512985034506e-01 3.999149476854150e+00 6.856626437539936e-01
5.672264035320538e+00 6.967524845556626e-01 3.998630719669719e+00 6.856657647533959e-01
5.672641034489397e+00 6.967536695519730e-01 3.998112098726091e+00 6.856688829460101e-01
5.673017916948999e+00 6.967548534928909e-01 3.997593614027592e+00 6.856719983332209e-01
5.673394682699977e+00 6.967560363788154e-01 3.997075265627878e+00 6.856751109161235e-01
5.673771331756744e+00 6.967572182101871e-01 3.996557053561626e+00 6.856782206959210e-01
5.674147864137684e+00 6.967583989874607e-01 3.996038977857909e+00 6.856813276738551e-01
5.674524279858956e+00 6.967595787110857e-01 3.995521038548751e+00 6.856844318511527e-01
5.674900578930552e+00 6.967607573814907e-01 3.995003235674615e+00 6.856875332289860e-01
5.675276761367484e+00 6.967619349991240e-01 3.994485569268858e+00 6.856906318085809e-01
5.675652827181553e+00 6.967631115644226e-01 3.993968039369239e+00 6.856937275911310e-01
5.676028776393713e+00 6.967642870778531e-01 3.993450646000794e+00 6.856968205779091e-01
5.676404609013023e+00 6.967654615398465e-01 3.992933389204812e+00 6.856999107700947e-01
5.676780325053047e+00 6.967666349508481e-01 3.992416269016295e+00 6.857029981689048e-01
5.677155924531832e+00 6.967678073113182e-01 3.991899285463981e+00 6.857060827755947e-01
5.677531407463173e+00 6.967689786217037e-01 3.991382438582376e+00 6.857091645913856e-01
5.677906773861242e+00 6.967701488824547e-01 3.990865728405329e+00 6.857122436175073e-01
5.678282023737267e+00 6.967713180940133e-01 3.990349154970639e+00 6.857153198551686e-01
5.678282023739805e+00 6.967713180940210e-01 3.990349154967145e+00 6.857153198551893e-01
5.678703148299956e+00 6.967726294261042e-01 3.989769401764703e+00 6.857187699838490e-01
5.679124126818412e+00 6.967739394395237e-01 3.989189819924523e+00 6.857222166078966e-01
5.679544959311498e+00 6.967752481349032e-01 3.988610409498928e+00 6.857256597290364e-01
5.679965645808713e+00 6.967765555129094e-01 3.988031170521914e+00 6.857290993490868e-01
5.680386186310129e+00 6.967778615741206e-01 3.987452103067794e+00 6.857325354696342e-01
5.680806580857501e+00 6.967791663192435e-01 3.986873207153387e+00 6.857359680926025e-01
5.681226829459902e+00 6.967804697488832e-01 3.986294482840393e+00 6.857393972196474e-01
5.681646932136583e+00 6.967817718636806e-01 3.985715930176267e+00 6.857428228525201e-01
5.682066888911713e+00 6.967830726642923e-01 3.985137549201555e+00 6.857462449930124e-01
5.682486699807246e+00 6.967843721513691e-01 3.984559339959691e+00 6.857496636429025e-01
5.682906364834613e+00 6.967856703255285e-01 3.983981302508513e+00 6.857530788038783e-01
5.683325884021892e+00 6.967869671874437e-01 3.983403436882688e+00 6.857564904777765e-01
5.683745257385743e+00 6.967882627377526e-01 3.982825743132492e+00 6.857598986663405e-01
5.684164484946780e+00 6.967895569771037e-01 3.982248221302664e+00 6.857633033713405e-01
5.684583566726528e+00 6.967908499061564e-01 3.981670871436358e+00 6.857667045945786e-01
5.685002502744127e+00 6.967921415255556e-01 3.981093693580083e+00 6.857701023378144e-01
5.685421293019721e+00 6.967934318359568e-01 3.980516687778645e+00 6.857734966028387e-01
5.685839937574221e+00 6.967947208380137e-01 3.979939854075764e+00 6.857768873914364e-01
5.686258436430031e+00 6.967960085323922e-01 3.979363192512799e+00 6.857802747054251e-01
5.686676789601877e+00 6.967972949197307e-01 3.978786703141665e+00 6.857836585465497e-01
5.687094997115069e+00 6.967985800007027e-01 3.978210385999497e+00 6.857870389166472e-01
5.687513058988311e+00 6.967998637759625e-01 3.977634241132378e+00 6.857904158175052e-01
5.687930975246520e+00 6.968011462461849e-01 3.977058268577676e+00 6.857937892509650e-01
5.688348745905738e+00 6.968024274120166e-01 3.976482468384895e+00 6.857971592187919e-01
5.688766370984021e+00 6.968037072741161e-01 3.975906840600493e+00 6.858005257227857e-01
5.689183850512108e+00 6.968049858331776e-01 3.975331385253397e+00 6.858038887648383e-01
5.689601184498648e+00 6.968062630898293e-01 3.974756102402825e+00 6.858072483466676e-01
5.690018372970783e+00 6.968075390447606e-01 3.974180992082269e+00 6.858106044701541e-01
5.690435415954156e+00 6.968088136986526e-01 3.973606054327246e+00 6.858139571371553e-01
5.690852313458692e+00 6.968100870521423e-01 3.973031289194727e+00 6.858173063494133e-01
5.691269065509990e+00 6.968113591059147e-01 3.972456696719954e+00 6.858206521087961e-01
5.691685672134118e+00 6.968126298606583e-01 3.971882276937341e+00 6.858239944171811e-01
5.692102133342197e+00 6.968138993170158e-01 3.971308029901793e+00 6.858273332763256e-01
5.692518449165304e+00 6.968151674756932e-01 3.970733955640520e+00 6.858306686881535e-01
5.692934619620402e+00 6.968164343373523e-01 3.970160054200094e+00 6.858340006544716e-01
5.693350644723883e+00 6.968176999026565e-01 3.969586325627674e+00 6.858373291770925e-01
5.693766524507071e+00 6.968189641723144e-01 3.969012769949722e+00 6.858406542579455e-01
5.694182258978827e+00 6.968202271469678e-01 3.968439387223495e+00 6.858439758987868e-01
5.694597848171250e+00 6.968214888273310e-01 3.967866177474056e+00 6.858472941015615e-01
5.695013292097292e+00 6.968227492140577e-01 3.967293140752802e+00 6.858506088680560e-01
5.695428590791967e+00 6.968240083078757e-01 3.966720277080404e+00 6.858539202002522e-01
5.695843744254480e+00 6.968252661093991e-01 3.966147586526935e+00 6.858572280998317e-01
5.696258752523999e+00 6.968265226193673e-01 3.965575069107118e+00 6.858605325688065e-01
5.696673615614781e+00 6.968277778384434e-01 3.965002724869930e+00 6.858638336089883e-01
5.697088333551270e+00 6.968290317673260e-01 3.964430553850073e+00 6.858671312222814e-01
